order_id,order_date,ship_date,ship_mode,customer_id,customer_name,customer_segment,country_region,city,state_province,postal_code,region,product_id,product_name,category,sub_category,sales,quantity,discount,profit,returned_count
US-2020-135405,2020-01-09,2020-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Technology,Accessories,31.2,3,0.2,9.75,0.0
US-2020-149020,2020-01-10,2020-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,51.94,1,0.0,21.2954,0.0
US-2020-149020,2020-01-10,2020-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10004272,Avery 482,Office Supplies,Labels,2.89,1,0.0,1.3583,0.0
US-2020-130092,2020-01-11,2020-01-14,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,9.94,2,0.0,3.0814,0.0
US-2020-157147,2020-01-13,2020-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,333.999,3,0.15,3.9294,0.0
US-2020-109232,2020-01-13,2020-01-16,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,545.94,6,0.0,87.3504,0.0
US-2020-157147,2020-01-13,2020-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003514,4009 Highlighters by Sanford,Office Supplies,Art,19.9,5,0.0,6.567,0.0
US-2020-118192,2020-01-13,2020-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,OFF-BI-10003476,Avery Metallic Poly Binders,Office Supplies,Binders,3.438,2,0.7,-2.5212,0.0
US-2020-162775,2020-01-13,2020-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10004187,3-ring staple pack,Office Supplies,Binders,5.64,3,0.0,2.7072,0.0
US-2020-162775,2020-01-13,2020-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,50.94,3,0.0,25.47,0.0
US-2020-162775,2020-01-13,2020-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001990,Staple envelope,Office Supplies,Envelopes,11.36,2,0.0,5.3392,0.0
US-2020-118192,2020-01-13,2020-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,OFF-PA-10002947,Xerox 1923,Office Supplies,Paper,37.408,7,0.2,13.0928,0.0
US-2020-162775,2020-01-13,2020-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,572.58,6,0.0,34.3548,0.0
US-2020-157147,2020-01-13,2020-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,1325.85,5,0.0,238.653,0.0
US-2020-162775,2020-01-13,2020-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,646.74,6,0.0,258.696,0.0
US-2020-149524,2020-01-14,2020-01-15,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10003433,Sauder Cornerstone Collection Library,Furniture,Bookcases,61.96,4,0.5,-53.2856,0.0
US-2020-103366,2020-01-15,2020-01-17,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,149.95,5,0.0,65.978,0.0
US-2020-115791,2020-01-16,2020-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,127.104,6,0.2,28.5984,0.0
US-2020-115791,2020-01-16,2020-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001575,GBC Linen Binding Covers,Office Supplies,Binders,18.588,2,0.7,-13.6312,0.0
US-2020-115791,2020-01-16,2020-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,Labels,30.072,3,0.2,10.1493,0.0
US-2020-115791,2020-01-16,2020-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,AT&T 841000 Phone,Technology,Phones,124.2,3,0.4,-31.05,0.0
US-2020-123477,2020-01-18,2020-01-21,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477,West,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,64.864,4,0.2,6.4864,0.0
US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,181.47,5,0.7,-320.597,0.0
US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,32.34,10,0.7,-23.716,0.0
US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,108.72,5,0.2,36.693,0.0
US-2020-146591,2020-01-19,2020-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Office Supplies,Paper,56.064,4,0.2,19.6224,0.0
US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,1067.94,3,0.0,224.2674,0.0
US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002268,Ultra Door Push Plate,Furniture,Furnishings,14.73,3,0.0,4.8609,0.0
US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,272.94,3,0.0,30.0234,0.0
US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,38.6,4,0.0,11.58,0.0
US-2020-148614,2020-01-20,2020-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,19.3,2,0.0,5.79,2.0
US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,247.716,4,0.1,93.5816,0.0
US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Newell 351,Office Supplies,Art,22.96,7,0.0,6.6584,0.0
US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Newell 327,Office Supplies,Art,6.63,3,0.0,1.7901,0.0
US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,43.92,3,0.0,12.7368,0.0
US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,19.05,5,0.0,8.9535,0.0
US-2020-147774,2020-01-20,2020-01-26,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,67.194,1,0.7,-51.5154,0.0
US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,29.7,5,0.0,13.365,0.0
US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Staple envelope,Office Supplies,Envelopes,23.34,3,0.0,10.9698,0.0
US-2020-148614,2020-01-20,2020-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,19.36,2,0.0,9.2928,2.0
US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,Eldon Fold 'N Roll Cart System,Office Supplies,Storage,13.98,1,0.0,4.0542,0.0
US-2020-167927,2020-01-20,2020-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,Storage,66.58,2,0.0,15.9792,0.0
US-2020-147627,2020-01-20,2020-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Apple iPhone 5C,Technology,Phones,699.93,7,0.0,181.9818,0.0
US-2020-110422,2020-01-21,2020-01-23,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings,25.248,3,0.2,4.1028,0.0
CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",Furniture,Furnishings,24.3,5,0.0,10.45,0.0
CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,9.48,1,0.0,3.79,0.0
CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,31.4,5,0.0,13.19,0.0
CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,6.48,1,0.0,3.11,0.0
CA-2020-115238,2020-01-21,2020-01-24,Standard Class,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,209.5,10,0.0,58.66,0.0
US-2020-146997,2020-01-23,2020-01-27,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,5.94,3,0.0,0.0,0.0
US-2020-102645,2020-01-23,2020-01-28,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Xerox 195,Office Supplies,Paper,40.08,6,0.0,19.2384,0.0
US-2020-167997,2020-01-26,2020-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,141.96,2,0.0,39.7488,0.0
US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,Furniture,Furnishings,12.42,3,0.0,4.4712,0.0
US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,Furnishings,62.82,3,0.0,30.7818,0.0
US-2020-167997,2020-01-26,2020-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,10.68,2,0.0,5.0196,0.0
US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,16.68,2,0.0,8.34,0.0
US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,19.44,3,0.0,9.3312,0.0
US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Office Supplies,Storage,489.92,8,0.0,0.0,0.0
US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Jabra SPEAK 410,Technology,Phones,187.98,2,0.0,52.6344,0.0
US-2020-155502,2020-01-26,2020-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Macally Suction Cup Mount,Technology,Phones,155.35,13,0.0,0.0,0.0
US-2020-117163,2020-01-27,2020-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10003469,Balt Split Level Computer Training Table,Furniture,Tables,333.0,3,0.2,-16.65,0.0
US-2020-117163,2020-01-27,2020-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,36.44,4,0.0,12.0252,0.0
US-2020-117163,2020-01-27,2020-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Office Supplies,Storage,57.23,1,0.0,14.3075,0.0
US-2020-100328,2020-01-28,2020-02-03,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,3.928,1,0.2,1.3257,0.0
US-2020-134103,2020-01-30,2020-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,10.56,2,0.0,4.752,0.0
US-2020-134103,2020-01-30,2020-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,229.94,2,0.0,6.8982,0.0
US-2020-115161,2020-01-31,2020-02-02,First Class,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691,West,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,290.666,2,0.15,3.4196,0.0
US-2020-140795,2020-02-01,2020-02-03,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,468.9,6,0.0,206.316,0.0
US-2020-123400,2020-02-02,2020-02-09,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,18.336,2,0.7,-12.224,0.0
US-2020-139857,2020-02-02,2020-02-06,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,OFF-FA-10001843,Staples,Office Supplies,Fasteners,12.35,5,0.0,5.8045,0.0
US-2020-123400,2020-02-02,2020-02-09,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Technology,Phones,180.96,5,0.2,13.572,0.0
US-2020-111059,2020-02-03,2020-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,13.272,3,0.2,4.3134,0.0
US-2020-111059,2020-02-03,2020-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,83.84,2,0.2,27.248,0.0
US-2020-104808,2020-02-04,2020-02-08,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025,West,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,17.248,2,0.2,6.0368,0.0
US-2020-107181,2020-02-04,2020-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders,82.896,3,0.2,29.0136,0.0
US-2020-107181,2020-02-04,2020-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,34.24,4,0.0,16.0928,0.0
US-2020-108182,2020-02-06,2020-02-10,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Romeoville,Illinois,60441,Central,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,8.952,2,0.8,-14.7708,0.0
US-2020-131905,2020-02-06,2020-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Avery 480,Office Supplies,Labels,15.0,4,0.0,7.2,0.0
US-2020-131905,2020-02-06,2020-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,AT&T CL82213,Technology,Phones,144.95,5,0.0,42.0355,0.0
US-2020-131905,2020-02-06,2020-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Aastra 57i VoIP phone,Technology,Phones,161.61,1,0.0,42.0186,0.0
US-2020-169390,2020-02-07,2020-02-10,Second Class,CS-12250,Chris Selesnick,Corporate,United States,New York City,New York,10024,East,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,64.96,4,0.0,9.744,0.0
US-2020-107755,2020-02-07,2020-02-12,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,07036,East,TEC-AC-10000710,Maxell DVD-RAM Discs,Technology,Accessories,115.36,7,0.0,49.6048,0.0
US-2020-125759,2020-02-08,2020-02-09,First Class,NM-18445,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002111,"Master Caster Door Stop, Large Brown",Furniture,Furnishings,14.56,2,0.0,5.5328,0.0
US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,60.89,1,0.0,15.2225,0.0
US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,332.94,3,0.0,53.2704,0.0
US-2020-127614,2020-02-11,2020-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables,1256.22,6,0.0,75.3732,0.0
US-2020-127614,2020-02-11,2020-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,17.46,2,0.0,8.2062,0.0
US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,OFF-BI-10004654,VariCap6 Expandable Binder,Office Supplies,Binders,51.9,3,0.0,24.393,0.0
US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,9.64,2,0.0,4.4344,0.0
US-2020-168368,2020-02-11,2020-02-15,Second Class,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,OFF-LA-10004853,Avery 483,Office Supplies,Labels,14.94,3,0.0,6.8724,0.0
